,substancia,cnpj,laboratorio,codigo_ggrem,registro,ean_1,ean_2,ean_3,produto,apresentacao,classe_terapeutica,tipo_de_produto_status_do_produto,regime_de_preco,pf_sem_impostos,pf_0,pf_12,pf_17,pf_17_alc,pf_175,pf_175_alc,pf_18,pf_18_alc,pf_20,pmc_0,pmc_12,pmc_17,pmc_17_alc,pmc_175,pmc_175_alc,pmc_18,pmc_18_alc,pmc_20,restricao_hospitalar,cap,confaz_87,icms_0,analise_recursal,lista_de_concessao_de_credito_tributario_piscofins,comercializacao_2020,tarja,mes,ano,pf_19,pf_21,pf_22,pmc_19,pmc_21,pmc_22,comercializacao_2022,unnamed_4,comercializacao_2019,pf_12_alc,pf_19_alc,pf_195,pf_195_alc,pf_20_alc,pf_205,pf_21_alc,pf_22_alc,pmc_sem_imposto,pmc_12_alc,pmc_19_alc,pmc_195,pmc_195_alc,pmc_20_alc,pmc_205,pmc_21_alc,pmc_22_alc,destinacao_comercial_,comercializacao_2018
269,PREGABALINA,57.507.378/0003-65,EMS S/A,541820120154907,1023513540142,7894916516266,    -     ,    -     ,KONDUZ,150 MG CAP DURA CT BL AL PLAS PVC/PVDC OPC X 56,N3A - ANTIEPILÉPTICOS,Similar,Regulado,"346,93","346,93","394,24","417,99","417,99","420,52","420,52","423,09","423,09","433,66",479.61,545.01,577.85,577.85,581.34,581.34,584.9,584.9,599.51,False,False,False,False,,Positiva,Não,Tarja Vermelha(*),07,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,
270,PREGABALINA,57.507.378/0003-65,EMS S/A,541820120155007,1023513540150,7894916516273,    -     ,    -     ,KONDUZ,150 MG CAP DURA CT BL AL PLAS PVC/PVDC OPC X 120,N3A - ANTIEPILÉPTICOS,Similar,Regulado,"743,41","743,41","844,78","895,67","895,67","901,10","901,10","906,60","906,60","929,26",1027.72,1167.86,1238.21,1238.21,1245.72,1245.72,1253.32,1253.32,1284.65,False,False,False,False,,Positiva,Não,Tarja Vermelha(*),07,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,
271,PREGABALINA,57.507.378/0003-65,EMS S/A,541820120155107,1023513540169,7894916516280,    -     ,    -     ,KONDUZ,150 MG CAP DURA CT BL AL PLAS PVC/PVDC OPC X 240,N3A - ANTIEPILÉPTICOS,Similar,Regulado,"1486,81","1486,81","1689,56","1791,34","1791,34","1802,19","1802,19","1813,18","1813,18","1858,51",2055.43,2335.72,2476.42,2476.42,2491.42,2491.42,2506.61,2506.61,2569.28,False,False,False,False,,Positiva,Não,Tarja Vermelha(*),07,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,
272,PREGABALINA,57.507.378/0003-65,EMS S/A,541821060161006,1023513450119,7896004772851,    -     ,    -     ,PREGABALINA,150 MG CAP DURA CT BL AL PLAS PVC/PVDC OPC X 20,N3A - ANTIEPILÉPTICOS,Genérico,Regulado,"80,54","80,54","91,52","97,04","97,04","97,62","97,62","98,22","98,22","100,68",111.34,126.52,134.15,134.15,134.95,134.95,135.78,135.78,139.18,False,False,False,False,,Positiva,Não,Tarja Vermelha(*),07,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,
273,PREGABALINA,57.507.378/0003-65,EMS S/A,541821060161106,1023513450100,7896004751047,    -     ,    -     ,PREGABALINA,150 MG CAP DURA CT BL AL PLAS PVC/PVDC OPC X 14,N3A - ANTIEPILÉPTICOS,Genérico,Regulado,"56,38","56,38","64,07","67,93","67,93","68,34","68,34","68,76","68,76","70,48",77.94,88.57,93.91,93.91,94.48,94.48,95.06,95.06,97.43,False,False,False,False,,Positiva,Não,Tarja Vermelha(*),07,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,
274,PREGABALINA,57.507.378/0003-65,EMS S/A,541821060161206,1023513450127,7896004751054,    -     ,    -     ,PREGABALINA,150 MG CAP DURA CT BL AL PLAS PVC/PVDC OPC X 28,N3A - ANTIEPILÉPTICOS,Genérico,Regulado,"112,72","112,72","128,09","135,81","135,81","136,63","136,63","137,46","137,46","140,90",155.83,177.08,187.75,187.75,188.88,188.88,190.03,190.03,194.79,False,False,False,False,,Positiva,Não,Tarja Vermelha(*),07,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,
275,PREGABALINA,57.507.378/0003-65,EMS S/A,541821060161306,1023513450135,7896004772868,    -     ,    -     ,PREGABALINA,150 MG CAP DURA CT BL AL PLAS PVC/PVDC OPC X 30,N3A - ANTIEPILÉPTICOS,Genérico,Regulado,"120,80","120,80","137,27","145,54","145,54","146,42","146,42","147,32","147,32","151,00",167.0,189.77,201.2,201.2,202.42,202.42,203.66,203.66,208.75,False,False,False,False,,Positiva,Sim,Tarja Vermelha(*),07,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,
276,PREGABALINA,57.507.378/0003-65,EMS S/A,541821060161406,1023513450011,7896004773315,    -     ,    -     ,PREGABALINA,75 MG CAP DURA CT BL AL PLAS PVC/PVDC OPC X 10,N3A - ANTIEPILÉPTICOS,Genérico,Regulado,"26,26","26,26","29,84","31,64","31,64","31,83","31,83","32,02","32,02","32,83",36.3,41.25,43.74,43.74,44.0,44.0,44.27,44.27,45.39,False,False,False,False,,Positiva,Não,Tarja Vermelha (*),07,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,
277,PREGABALINA,57.507.378/0003-65,EMS S/A,541821060161506,1023513450021,7896004751023,    -     ,    -     ,PREGABALINA,75 MG CAP DURA CT BL AL PLAS PVC/PVDC OPC X 14,N3A - ANTIEPILÉPTICOS,Genérico,Regulado,"36,76","36,76","41,77","44,29","44,29","44,56","44,56","44,83","44,83","45,95",50.82,57.74,61.23,61.23,61.6,61.6,61.97,61.97,63.52,False,False,False,False,,Positiva,Não,Tarja Vermelha(*),07,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,
278,PREGABALINA,57.507.378/0003-65,EMS S/A,541821060161606,1023513450038,7896004773322,    -     ,    -     ,PREGABALINA,75 MG CAP DURA CT BL AL PLAS PVC/PVDC OPC X 20,N3A - ANTIEPILÉPTICOS,Genérico,Regulado,"52,52","52,52","59,68","63,28","63,28","63,66","63,66","64,05","64,05","65,65",72.61,82.5,87.48,87.48,88.01,88.01,88.55,88.55,90.76,False,False,False,False,,Positiva,Não,Tarja Vermelha(*),07,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,
279,PREGABALINA,57.507.378/0003-65,EMS S/A,541821060161706,1023513450054,7896004773339,    -     ,    -     ,PREGABALINA,75 MG CAP DURA CT BL AL PLAS PVC/PVDC OPC X 30,N3A - ANTIEPILÉPTICOS,Genérico,Regulado,"78,78","78,78","89,52","94,92","94,92","95,49","95,49","96,07","96,07","98,48",108.91,123.76,131.22,131.22,132.01,132.01,132.81,132.81,136.14,False,False,False,False,,Positiva,Sim,Tarja Vermelha(*),07,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,
280,PREGABALINA,57.507.378/0003-65,EMS S/A,541821060161806,1023513450046,7896004751030,    -     ,    -     ,PREGABALINA,75 MG CAP DURA CT BL AL PLAS PVC/PVDC OPC X 28,N3A - ANTIEPILÉPTICOS,Genérico,Regulado,"73,52","73,52","83,55","88,58","88,58","89,12","89,12","89,66","89,66","91,90",101.64,115.5,122.46,122.46,123.2,123.2,123.95,123.95,127.05,False,False,False,False,,Positiva,Não,Tarja Vermelha(*),07,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,
281,PREGABALINA,57.507.378/0003-65,EMS S/A,541821060161906,1023513450097,7896004772844,    -     ,    -     ,PREGABALINA,150 MG CAP DURA CT BL AL PLAS PVC/PVDC OPC X 10,N3A - ANTIEPILÉPTICOS,Genérico,Regulado,"40,26","40,26","45,75","48,51","48,51","48,80","48,80","49,10","49,10","50,33",55.66,63.25,67.06,67.06,67.46,67.46,67.88,67.88,69.58,False,False,False,False,,Positiva,Não,Tarja Vermelha(*),07,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,
282,PREGABALINA,57.507.378/0003-65,EMS S/A,541821060162006,1023513450062,7896004773346,    -     ,    -     ,PREGABALINA,75 MG CAP DURA CT BL AL PLAS PVC/PVDC OPC X 56,N3A - ANTIEPILÉPTICOS,Genérico,Regulado,"147,05","147,05","167,10","177,17","177,17","178,24","178,24","179,33","179,33","183,81",203.29,231.01,244.93,244.93,246.41,246.41,247.91,247.91,254.11,False,False,False,False,,Positiva,Não,Tarja Vermelha(*),07,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,
283,PREGABALINA,57.507.378/0003-65,EMS S/A,541821060162106,1023513450143,7896004772875,    -     ,    -     ,PREGABALINA,150 MG CAP DURA CT BL AL PLAS PVC/PVDC OPC X 56,N3A - ANTIEPILÉPTICOS,Genérico,Regulado,"225,49","225,49","256,24","271,67","271,67","273,32","273,32","274,99","274,99","281,86",311.73,354.24,375.57,375.57,377.85,377.85,380.16,380.16,389.65,False,False,False,False,,Positiva,Não,Tarja Vermelha(*),07,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,
284,PREGABALINA,43.312.503/0001-05,SUPERA FARMA LABORATÓRIOS S.A,542620110014607,1037202980019,7899420505584,    -     ,    -     ,ÁPICE,75 MG CAP DURA CT BL AL PLAS PVC TRANS X 7,N3A - ANTIEPILÉPTICOS,Similar,Regulado,"21,95","21,95","24,94","26,45","26,45","26,61","26,61","26,77","26,77","27,44",30.34,34.48,36.57,36.57,36.79,36.79,37.01,37.01,37.93,False,False,False,False,,Positiva,Sim,Tarja Vermelha (*),07,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,
285,PREGABALINA,43.312.503/0001-05,SUPERA FARMA LABORATÓRIOS S.A,542620110014707,1037202980051,7899420505652,    -     ,    -     ,ÁPICE,75 MG CAP DURA CT BL AL PLAS PVC TRANS X 30,N3A - ANTIEPILÉPTICOS,Similar,Regulado,"94,07","94,07","106,90","113,34","113,34","114,02","114,02","114,72","114,72","117,59",130.05,147.78,156.69,156.69,157.63,157.63,158.59,158.59,162.56,False,False,False,False,,Positiva,Sim,Tarja Vermelha (*),07,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,
286,PREGABALINA,43.312.503/0001-05,SUPERA FARMA LABORATÓRIOS S.A,542620110014807,1037202980078,7899420505676,    -     ,    -     ,ÁPICE,150 MG CAP DURA CT BL AL PLAS PVC TRANS X 7,N3A - ANTIEPILÉPTICOS,Similar,Regulado,"25,34","25,34","28,80","30,53","30,53","30,72","30,72","30,90","30,90","31,68",35.03,39.81,42.21,42.21,42.47,42.47,42.72,42.72,43.8,False,False,False,False,,Positiva,Sim,Tarja Vermelha (*),07,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,
287,PREGABALINA,43.312.503/0001-05,SUPERA FARMA LABORATÓRIOS S.A,542620110014907,1037202980116,7899420505737,    -     ,    -     ,ÁPICE,150 MG CAP DURA CT BL AL PLAS PVC TRANS X 30,N3A - ANTIEPILÉPTICOS,Similar,Regulado,"108,61","108,61","123,42","130,86","130,86","131,65","131,65","132,45","132,45","135,76",150.15,170.62,180.91,180.91,182.0,182.0,183.1,183.1,187.68,False,False,False,False,,Positiva,Sim,Tarja Vermelha (*),07,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,
288,PREGABALINA,48.344.725/0007-19,ALTHAIA S.A INDÚSTRIA FARMACÊUTICA,543820120061007,1351700590055,7898569763534,    -     ,    -     ,PREGABALINA,75 MG CAP DURA CT BL AL PLAS PVC/PVDC TRANS X 30,N3A - ANTIEPILÉPTICOS,Genérico,Regulado,"78,77","78,77","89,51","94,90","94,90","95,48","95,48","96,06","96,06","98,46",108.89,123.74,131.19,131.19,132.0,132.0,132.8,132.8,136.12,False,False,False,False,,Positiva,Sim,Tarja Vermelha (*),07,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,
289,PREGABALINA,48.344.725/0007-19,ALTHAIA S.A INDÚSTRIA FARMACÊUTICA,543820120061107,1351700590128,7898569763602,    -     ,    -     ,PREGABALINA,150 MG CAP DURA CT BL AL PLAS PVC/PVDC TRANS X 30,N3A - ANTIEPILÉPTICOS,Genérico,Regulado,"120,71","120,71","137,17","145,43","145,43","146,32","146,32","147,21","147,21","150,89",166.87,189.63,201.05,201.05,202.28,202.28,203.51,203.51,208.6,False,False,False,False,,Positiva,Sim,Tarja Vermelha (*),07,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,
290,PREGABALINA,10.588.595/0010-92,SANOFI MEDLEY FARMACÊUTICA LTDA.,546715080000006,1832602600035,7896422501187,    -     ,    -     ,PREGABALINA,75 MG CAP DURA CT BL AL PLAS PVC/PVDC TRANS X 30,N3A - ANTIEPILÉPTICOS,Genérico,Regulado,"63,83","63,83","72,53","76,90","76,90","77,37","77,37","77,84","77,84","79,79",88.24,100.27,106.31,106.31,106.96,106.96,107.61,107.61,110.3,False,False,False,False,,Positiva,Sim,Tarja Vermelha (*),07,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,
291,PREGABALINA,10.588.595/0010-92,SANOFI MEDLEY FARMACÊUTICA LTDA.,546715080000106,1832602600108,7896422501330,    -     ,    -     ,PREGABALINA,150 MG CAP DURA CT BL AL PLAS PVC/PVDC TRANS X 30,N3A - ANTIEPILÉPTICOS,Genérico,Regulado,"94,68","94,68","107,59","114,07","114,07","114,76","114,76","115,46","115,46","118,35",130.89,148.74,157.7,157.7,158.65,158.65,159.62,159.62,163.61,False,False,False,False,,Positiva,Sim,Tarja Vermelha (*),07,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,
292,PREGABALINA,10.588.595/0010-92,SANOFI MEDLEY FARMACÊUTICA LTDA.,546715120109603,1832600880030,7896422501439,    -     ,    -     ,PROLEPTOL,75 MG CAP DURA CT BL AL PLAS PVC/PVDC TRANS X 30,N3A - ANTIEPILÉPTICOS,Similar,Regulado,"55,93","55,93","63,56","67,39","67,39","67,79","67,79","68,21","68,21","69,91",77.32,87.87,93.16,93.16,93.72,93.72,94.3,94.3,96.65,False,False,False,False,,Positiva,Sim,Tarja Vermelha (*),07,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,
293,PREGABALINA,10.588.595/0010-92,SANOFI MEDLEY FARMACÊUTICA LTDA.,546715120109703,1832600880103,7896422501569,    -     ,    -     ,PROLEPTOL,150 MG CAP DURA CT BL AL PLAS PVC/PVDC TRANS X 30,N3A - ANTIEPILÉPTICOS,Similar,Regulado,"97,15","97,15","110,40","117,05","117,05","117,76","117,76","118,48","118,48","121,44",134.3,152.62,161.81,161.81,162.8,162.8,163.79,163.79,167.88,False,False,False,False,,Positiva,Sim,Tarja Vermelha (*),07,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,
294,PREGABALINA,46.070.868/0036-99,LABORATÓRIOS PFIZER LTDA,552820060069617,1021602790016,7908236800964,    -     ,    -     ,ALOND,75 MG CAP DURA CT BL AL PLAS PVC TRANS X 10 ,N3A - ANTIEPILÉPTICOS,Similar,Regulado,"30,73","30,73","34,92","37,02","37,02","37,25","37,25","37,48","37,48","38,41",42.48,48.27,51.18,51.18,51.5,51.5,51.81,51.81,53.1,False,False,False,False,,Positiva,Não,Tarja Vermelha (*),07,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295,PREGABALINA,46.070.868/0036-99,LABORATÓRIOS PFIZER LTDA,552820060069717,1021602790040,7908236800971,    -     ,    -     ,ALOND,75 MG CAP DURA CT BL AL PLAS PVC TRANS X 28,N3A - ANTIEPILÉPTICOS,Similar,Regulado,"86,06","86,06","97,80","103,69","103,69","104,32","104,32","104,95","104,95","107,58",118.97,135.2,143.35,143.35,144.22,144.22,145.09,145.09,148.72,False,False,False,False,,Positiva,Não,Tarja Vermelha (*),07,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,
296,PREGABALINA,46.070.868/0036-99,LABORATÓRIOS PFIZER LTDA,552820060069817,1021602790091,7908236800940,    -     ,    -     ,ALOND,150 MG CAP DURA CT BL AL PLAS PVC TRANS X 28,N3A - ANTIEPILÉPTICOS,Similar,Regulado,"145,72","145,72","165,59","175,57","175,57","176,63","176,63","177,71","177,71","182,15",201.45,228.92,242.72,242.72,244.18,244.18,245.67,245.67,251.81,False,False,False,False,,Positiva,Não,Tarja Vermelha (*),07,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,
297,PREGABALINA,46.070.868/0036-99,LABORATÓRIOS PFIZER LTDA,552820060069917,1021602790113,7908236800957,    -     ,    -     ,ALOND,25 MG CAP DURA CT BL AL PLAS PVC TRANS X 10,N3A - ANTIEPILÉPTICOS,Similar,Regulado,"8,85","8,85","10,06","10,66","10,66","10,73","10,73","10,79","10,79","11,06",12.23,13.91,14.74,14.74,14.83,14.83,14.92,14.92,15.29,False,False,False,False,,Positiva,Não,Tarja Vermelha (*),07,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,
298,PREGABALINA,60.659.463/0029-92,ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A,552918100074003,1057304640017,7896658022319,    -     ,    -     ,DORENE TABS,75 MG COM CT BL AL PLAS TRANS X 7,N3A - ANTIEPILÉPTICOS,Novo,Regulado,"20,79","20,79","23,63","25,05","25,05","25,20","25,20","25,35","25,35","25,99",28.74,32.67,34.63,34.63,34.84,34.84,35.04,35.04,35.93,False,False,False,False,,Positiva,Sim,Tarja Vermelha (*),07,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,
299,PREGABALINA,60.659.463/0029-92,ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A,552918100074103,1057304640025,7896658022326,    -     ,    -     ,DORENE TABS,75 MG COM CT BL AL PLAS TRANS X 10,N3A - ANTIEPILÉPTICOS,Novo,Regulado,"29,69","29,69","33,74","35,77","35,77","35,99","35,99","36,21","36,21","37,11",41.04,46.64,49.45,49.45,49.75,49.75,50.06,50.06,51.3,False,False,False,False,,Positiva,Não,Tarja Vermelha (*),07,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,
300,PREGABALINA,60.659.463/0029-92,ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A,552919120087417,1057307160059,7896181920854,    -     ,    -     ,PREGABALINA,75 MG CAP GEL DURA CT BL AL PLAS TRANS X 30 ,N3A - ANTIEPILÉPTICOS,Genérico,Regulado,"78,80","78,80","89,55","94,94","94,94","95,52","95,52","96,10","96,10","98,50",108.94,123.8,131.25,131.25,132.05,132.05,132.85,132.85,136.17,False,False,False,False,,Positiva,Sim,Tarja Vermelha (*),07,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301,PREGABALINA,60.659.463/0029-92,ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A,552920020110907,1057304640092,7896658022395,    -     ,    -     ,DORENE TABS,150 MG COM CT BL AL PLAS TRANS X 7 ,N3A - ANTIEPILÉPTICOS,Novo,Regulado,"32,71","32,71","37,17","39,41","39,41","39,65","39,65","39,89","39,89","40,89",45.22,51.39,54.48,54.48,54.81,54.81,55.15,55.15,56.53,False,False,False,False,,Positiva,Sim,Tarja Vermelha (*),07,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,
302,PREGABALINA,60.659.463/0029-92,ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A,552922050144405,1057307940038,7896658038617,    -     ,    -     ,DORENE LÍQUIDO,25 MG/ML SOL OR CT FR PLAS PET AMB X 90 ML + ADAPT + SER DOS,N3A - ANTIEPILÉPTICOS,Novo,Regulado,"63,21","63,21","71,83","76,16","76,16","76,62","76,62","77,09","77,09","79,01",87.38,99.3,105.29,105.29,105.92,105.92,106.57,106.57,109.23,False,False,False,False,,Positiva,Não,Tarja Vermelha (*),07,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,
303,PREGABALINA,60.659.463/0029-92,ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A,552922050144505,1057307940011,7896658038594,    -     ,    -     ,DORENE LÍQUIDO,25 MG/ML SOL OR CT FR PLAS PET AMB X 18 ML + ADAPT + SER DOS,N3A - ANTIEPILÉPTICOS,Novo,Regulado,"12,64","12,64","14,36","15,23","15,23","15,32","15,32","15,41","15,41","15,80",17.47,19.85,21.05,21.05,21.18,21.18,21.3,21.3,21.84,False,False,False,False,,Positiva,Não,Tarja Vermelha (*),07,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,
304,PREGABALINA,60.659.463/0029-92,ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A,552922050144605,1057307940021,7896658038600,    -     ,    -     ,DORENE LÍQUIDO,25 MG/ML SOL OR CT FR PLAS PET AMB X 60 ML + ADAPT + SER DOS,N3A - ANTIEPILÉPTICOS,Novo,Regulado,"42,14","42,14","47,89","50,77","50,77","51,08","51,08","51,39","51,39","52,68",58.26,66.21,70.19,70.19,70.62,70.62,71.04,71.04,72.83,False,False,False,False,,Positiva,Não,Tarja Vermelha (*),07,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,
305,PREGABALINA,36.674.526/0001-02,UPJOHN BRASIL IMPORTADORA E DISTRIBUIDORA DE MEDICAMENTOS LTDA.,596322020001017,1153500040063,7891268116212,    -     ,    -     ,LYRICA,75 MG CAP DURA CT BL AL PLAS PVC TRANS X 10 ,N3A - ANTIEPILÉPTICOS,Novo,Regulado,"40,40","40,40","45,91","48,67","48,67","48,97","48,97","49,27","49,27","50,50",55.85,63.47,67.28,67.28,67.7,67.7,68.11,68.11,69.81,False,False,False,False,,Positiva,Não,Tarja Vermelha (*),07,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,
306,PREGABALINA,36.674.526/0001-02,UPJOHN BRASIL IMPORTADORA E DISTRIBUIDORA DE MEDICAMENTOS LTDA.,596322020001117,1153500040071,7891268116243,    -     ,    -     ,LYRICA,75 MG CAP DURA CT BL AL PLAS PVC TRANS X 14,N3A - ANTIEPILÉPTICOS,Novo,Regulado,"56,55","56,55","64,26","68,13","68,13","68,55","68,55","68,96","68,96","70,69",78.18,88.84,94.19,94.19,94.77,94.77,95.33,95.33,97.72,False,False,False,False,,Positiva,Não,Tarja Vermelha (*),07,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,
307,PREGABALINA,36.674.526/0001-02,UPJOHN BRASIL IMPORTADORA E DISTRIBUIDORA DE MEDICAMENTOS LTDA.,596322020001217,1153500040098,7891268116250,    -     ,    -     ,LYRICA,75 MG CAP DURA CT BL AL PLAS PVC TRANS X 28,N3A - ANTIEPILÉPTICOS,Novo,Regulado,"113,11","113,11","128,53","136,28","136,28","137,10","137,10","137,94","137,94","141,39",156.37,177.69,188.4,188.4,189.53,189.53,190.69,190.69,195.46,False,False,False,False,,Positiva,Não,Tarja Vermelha (*),07,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,
308,PREGABALINA,36.674.526/0001-02,UPJOHN BRASIL IMPORTADORA E DISTRIBUIDORA DE MEDICAMENTOS LTDA.,596322020001317,1153500040101,7891268116236,    -     ,    -     ,LYRICA,75 MG CAP DURA CT BL AL PLAS PVC TRANS X 30,N3A - ANTIEPILÉPTICOS,Novo,Regulado,"121,21","121,21","137,74","146,04","146,04","146,92","146,92","147,82","147,82","151,51",167.57,190.42,201.89,201.89,203.11,203.11,204.35,204.35,209.45,False,False,False,False,,Positiva,Não,Tarja Vermelha (*),07,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,
309,PREGABALINA,36.674.526/0001-02,UPJOHN BRASIL IMPORTADORA E DISTRIBUIDORA DE MEDICAMENTOS LTDA.,596322020001417,1153500040128,7891268116342,    -     ,    -     ,LYRICA,150 MG CAP DURA CT BL AL PLAS PVC TRANS X 14,N3A - ANTIEPILÉPTICOS,Novo,Regulado,"86,72","86,72","98,55","104,48","104,48","105,12","105,12","105,76","105,76","108,40",119.89,136.24,144.44,144.44,145.32,145.32,146.21,146.21,149.86,False,False,False,False,,Positiva,Não,Tarja Vermelha (*),07,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,
310,PREGABALINA,36.674.526/0001-02,UPJOHN BRASIL IMPORTADORA E DISTRIBUIDORA DE MEDICAMENTOS LTDA.,596322020001517,1153500040144,7891268116359,    -     ,    -     ,LYRICA,150 MG CAP DURA CT BL AL PLAS PVC TRANS X 28,N3A - ANTIEPILÉPTICOS,Novo,Regulado,"173,45","173,45","197,10","208,98","208,98","210,24","210,24","211,52","211,52","216,81",239.78,272.48,288.9,288.9,290.64,290.64,292.41,292.41,299.73,False,False,False,False,,Positiva,Não,Tarja Vermelha (*),07,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,
311,PREGABALINA,36.674.526/0001-02,UPJOHN BRASIL IMPORTADORA E DISTRIBUIDORA DE MEDICAMENTOS LTDA.,596322020001617,1153500040152,7891268116335,    -     ,    -     ,LYRICA,150 MG CAP DURA CT BL AL PLAS PVC TRANS X 30,N3A - ANTIEPILÉPTICOS,Novo,Regulado,"185,88","185,88","211,23","223,95","223,95","225,31","225,31","226,68","226,68","232,35",256.97,292.01,309.6,309.6,311.48,311.48,313.37,313.37,321.21,False,False,False,False,,Positiva,Não,Tarja Vermelha (*),07,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,
312,PREGABALINA,36.674.526/0001-02,UPJOHN BRASIL IMPORTADORA E DISTRIBUIDORA DE MEDICAMENTOS LTDA.,596322020001717,1153500040020,7891268116083,    -     ,    -     ,LYRICA,25 MG CAP DURA CT BL AL PLAS PVC TRANS X 14,N3A - ANTIEPILÉPTICOS,Novo,Regulado,"13,75","13,75","15,63","16,57","16,57","16,67","16,67","16,77","16,77","17,19",19.01,21.61,22.91,22.91,23.05,23.05,23.18,23.18,23.76,False,False,False,False,,Positiva,Não,Tarja Vermelha (*),07,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,
313,RANIBIZUMABE,56.994.502/0001-30,NOVARTIS BIOCIENCIAS S.A,526515080085503,1006810560032,7896261020085,    -     ,    -     ,LUCENTIS,"10 MG/ML SOL INJ CT 1 SER PREENC VD TRANS X 0,165 ML",S1P - PRODUTOS PARA NEOVASCULARIZAÇÃO OCULAR,Biológico,Regulado,"4004,35","4004,35","4550,40","4824,52","4824,52","4853,76","4853,76","4883,35","4883,35","5005,44",5535.78,6290.66,6669.62,6669.62,6710.04,6710.04,6750.94,6750.94,6919.73,False,False,False,False,,Positiva,Sim,Tarja Vermelha(*),07,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,
314,RANIBIZUMABE,56.994.502/0001-30,NOVARTIS BIOCIENCIAS S.A,526518030092303,1006810560059,7896261020436,    -     ,    -     ,LUCENTIS,"10 MG/ML SOL INJ CT 1 FA VD INC X 0,23 ML + AGU C/ FILTRO",S1P - PRODUTOS PARA NEOVASCULARIZAÇÃO OCULAR,Biológico,Regulado,"4004,35","4004,35","4550,40","4824,52","4824,52","4853,76","4853,76","4883,35","4883,35","5005,44",5535.78,6290.66,6669.62,6669.62,6710.04,6710.04,6750.94,6750.94,6919.73,False,False,False,False,,Positiva,Sim,Tarja Vermelha(*),07,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,
315,RANIBIZUMABE,56.994.502/0001-30,NOVARTIS BIOCIENCIAS S.A,526529502157216,1006810560024,7896261014985,    -     ,    -     ,LUCENTIS,"10 MG/ML SOL INJ CT 1 FA VD INC X 0,23 ML + SER + AGU + FILTRO P/ INJ",S1P - PRODUTOS PARA NEOVASCULARIZAÇÃO OCULAR,Biológico,Regulado,"3381,51","3381,51","3842,63","4074,11","4074,11","4098,80","4098,80","4123,79","4123,79","4226,89",4674.74,5312.21,5632.22,5632.22,5666.35,5666.35,5700.9,5700.9,5843.43,False,False,False,False,,Positiva,Não,Tarja Vermelha(*),07,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,
